Episode no = 100; won: False; iter_time_steps = 29; Q(s,a) = -0.7007738802673569; score = -508.0; mean_score/100_episodes = -461.72; reward = -506.0; mean_reward/100_episodes = -452.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 14:29:25
Episode no = 126400; won: False; iter_time_steps = 12; Q(s,a) = 193.4736757929696; score = -401.0; mean_score/100_episodes = -102.55; reward = -390.0; mean_reward/100_episodes = -113.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:23:17
Episode no = 126500; won: False; iter_time_steps = 19; Q(s,a) = 192.48914987345225; score = -358.0; mean_score/100_episodes = -91.11; reward = -342.0; mean_reward/100_episodes = -118.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:24:32
Episode no = 126600; won: False; iter_time_steps = 159; Q(s,a) = 192.23334259946117; score = 92.0; mean_score/100_episodes = 58.76; reward = 167.0; mean_reward/100_episodes = -11.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:26:05
Episode no = 126700; won: False; iter_time_steps = 87; Q(s,a) = 193.4706631213297; score = 114.0; mean_score/100_episodes = -37.6; reward = 184.0; mean_reward/100_episodes = -63.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:27:42
Episode no = 126800; won: False; iter_time_steps = 154; Q(s,a) = 222.1935047575466; score = 247.0; mean_score/100_episodes = -76.82; reward = 157.0; mean_reward/100_episodes = -96.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:29:22
Episode no = 126900; won: False; iter_time_steps = 32; Q(s,a) = 194.50140058711494; score = -241.0; mean_score/100_episodes = -65.16; reward = -212.0; mean_reward/100_episodes = -96.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:31:01
Episode no = 127000; won: False; iter_time_steps = 132; Q(s,a) = 194.07602421217555; score = -151.0; mean_score/100_episodes = -33.61; reward = -103.0; mean_reward/100_episodes = -53.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:32:44
Episode no = 127100; won: False; iter_time_steps = 70; Q(s,a) = 196.76660883966727; score = -229.0; mean_score/100_episodes = -96.94; reward = -195.0; mean_reward/100_episodes = -111.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:34:19
Episode no = 127200; won: False; iter_time_steps = 17; Q(s,a) = 196.72083884477092; score = -356.0; mean_score/100_episodes = -12.72; reward = -340.0; mean_reward/100_episodes = -43.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 22:36:01
Episode no = 127300; won: False; iter_time_steps = 171; Q(s,a) = 204.84951414341762; score = -90.0; mean_score/100_episodes = -21.57; reward = -32.0; mean_reward/100_episodes = -50.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.04, 2024-12-21 22:37:39
Episode no = 127400; won: False; iter_time_steps = 9; Q(s,a) = 196.90987602069399; score = -428.0; mean_score/100_episodes = -31.94; reward = -420.0; mean_reward/100_episodes = -43.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:39:10
Episode no = 127500; won: False; iter_time_steps = 48; Q(s,a) = 197.04994560170198; score = -157.0; mean_score/100_episodes = -25.76; reward = -107.0; mean_reward/100_episodes = -26.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 22:40:51
Episode no = 127600; won: False; iter_time_steps = 228; Q(s,a) = 193.6194106449196; score = 333.0; mean_score/100_episodes = 24.46; reward = 270.0; mean_reward/100_episodes = -23.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:42:44
Episode no = 127700; won: False; iter_time_steps = 198; Q(s,a) = 193.8598424920694; score = 463.0; mean_score/100_episodes = -84.72; reward = 399.0; mean_reward/100_episodes = -98.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:44:14
Episode no = 127800; won: False; iter_time_steps = 25; Q(s,a) = 196.03738611453005; score = -334.0; mean_score/100_episodes = -74.86; reward = -304.0; mean_reward/100_episodes = -88.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:45:57
Episode no = 127900; won: False; iter_time_steps = 20; Q(s,a) = 192.6861206602907; score = -379.0; mean_score/100_episodes = 17.14; reward = -354.0; mean_reward/100_episodes = -39.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.04, 2024-12-21 22:47:36
Episode no = 128000; won: False; iter_time_steps = 156; Q(s,a) = 192.05785502580054; score = -145.0; mean_score/100_episodes = -39.25; reward = -94.0; mean_reward/100_episodes = -59.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:49:30
Episode no = 128100; won: False; iter_time_steps = 250; Q(s,a) = 193.71342423760922; score = 431.0; mean_score/100_episodes = 10.34; reward = 200.0; mean_reward/100_episodes = -32.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:51:15
Episode no = 128200; won: False; iter_time_steps = 294; Q(s,a) = 193.12241887698622; score = -503.0; mean_score/100_episodes = -51.36; reward = -474.0; mean_reward/100_episodes = -92.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:53:05
Episode no = 128300; won: False; iter_time_steps = 50; Q(s,a) = 195.19071601058644; score = -129.0; mean_score/100_episodes = 21.44; reward = -87.0; mean_reward/100_episodes = -10.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 22:54:43
Episode no = 128400; won: False; iter_time_steps = 31; Q(s,a) = 193.60360928875122; score = -270.0; mean_score/100_episodes = -19.82; reward = -244.0; mean_reward/100_episodes = -45.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:56:16
Episode no = 128500; won: False; iter_time_steps = 56; Q(s,a) = 193.9814506184378; score = -385.0; mean_score/100_episodes = 27.81; reward = -368.0; mean_reward/100_episodes = -3.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 22:57:51
Episode no = 128600; won: False; iter_time_steps = 97; Q(s,a) = 195.1437280365398; score = 74.0; mean_score/100_episodes = -15.69; reward = 141.0; mean_reward/100_episodes = -51.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 22:59:30
Episode no = 128700; won: False; iter_time_steps = 428; Q(s,a) = 195.58258190455322; score = 3.0; mean_score/100_episodes = -32.8; reward = 96.0; mean_reward/100_episodes = -65.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:00:59
Episode no = 128800; won: False; iter_time_steps = 29; Q(s,a) = 194.30576682124385; score = -308.0; mean_score/100_episodes = -30.2; reward = -275.0; mean_reward/100_episodes = -55.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:02:44
Episode no = 128900; won: False; iter_time_steps = 95; Q(s,a) = 194.92051425000926; score = 86.0; mean_score/100_episodes = 9.03; reward = 154.0; mean_reward/100_episodes = -22.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:04:22
Episode no = 129000; won: False; iter_time_steps = 189; Q(s,a) = 197.14761210973109; score = 392.0; mean_score/100_episodes = -60.75; reward = 331.0; mean_reward/100_episodes = -74.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:05:49
Episode no = 129100; won: False; iter_time_steps = 154; Q(s,a) = 195.83775132035987; score = 207.0; mean_score/100_episodes = -12.15; reward = 293.0; mean_reward/100_episodes = -47.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 23:07:35
Episode no = 129200; won: False; iter_time_steps = 173; Q(s,a) = 196.13166137002398; score = 18.0; mean_score/100_episodes = -18.32; reward = 87.0; mean_reward/100_episodes = -48.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:09:32
Episode no = 129300; won: False; iter_time_steps = 221; Q(s,a) = 196.12365422255516; score = 330.0; mean_score/100_episodes = 3.88; reward = 255.0; mean_reward/100_episodes = -39.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:11:06
Episode no = 129400; won: False; iter_time_steps = 180; Q(s,a) = 210.54608196695267; score = 641.0; mean_score/100_episodes = -63.77; reward = 424.0; mean_reward/100_episodes = -94.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:12:43
Episode no = 129500; won: False; iter_time_steps = 51; Q(s,a) = 194.1753647367951; score = -80.0; mean_score/100_episodes = -8.6; reward = -44.0; mean_reward/100_episodes = -51.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:14:21
Episode no = 129600; won: False; iter_time_steps = 15; Q(s,a) = 194.55051962585074; score = -384.0; mean_score/100_episodes = -45.51; reward = -360.0; mean_reward/100_episodes = -72.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:15:54
Episode no = 129700; won: False; iter_time_steps = 22; Q(s,a) = 193.79744427328345; score = -341.0; mean_score/100_episodes = -11.05; reward = -312.0; mean_reward/100_episodes = -52.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:17:29
Episode no = 129800; won: False; iter_time_steps = 40; Q(s,a) = 195.0622609420453; score = -179.0; mean_score/100_episodes = 25.71; reward = -143.0; mean_reward/100_episodes = -6.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 23:19:17
Episode no = 129900; won: False; iter_time_steps = 157; Q(s,a) = 212.77571375151877; score = -106.0; mean_score/100_episodes = -75.63; reward = -220.0; mean_reward/100_episodes = -95.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:20:59
Episode no = 130000; won: False; iter_time_steps = 10; Q(s,a) = 195.274873364133; score = -429.0; mean_score/100_episodes = -87.42; reward = -410.0; mean_reward/100_episodes = -105.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:22:28
Episode no = 130100; won: False; iter_time_steps = 54; Q(s,a) = 194.75525930503986; score = -133.0; mean_score/100_episodes = 0.19; reward = -91.0; mean_reward/100_episodes = -38.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:24:03
Episode no = 130200; won: False; iter_time_steps = 47; Q(s,a) = 193.79340325227315; score = -146.0; mean_score/100_episodes = -48.22; reward = -117.0; mean_reward/100_episodes = -68.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:25:40
Episode no = 130300; won: False; iter_time_steps = 122; Q(s,a) = 197.02942570415297; score = 339.0; mean_score/100_episodes = -20.43; reward = 244.0; mean_reward/100_episodes = -43.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:27:07
Episode no = 130400; won: False; iter_time_steps = 345; Q(s,a) = 194.80314704417358; score = -524.0; mean_score/100_episodes = -74.54; reward = -492.0; mean_reward/100_episodes = -100.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:28:43
Episode no = 130500; won: False; iter_time_steps = 62; Q(s,a) = 194.0419256289121; score = -161.0; mean_score/100_episodes = 12.62; reward = -121.0; mean_reward/100_episodes = -51.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 23:30:20
Episode no = 130600; won: False; iter_time_steps = 456; Q(s,a) = 194.21585622781174; score = 65.0; mean_score/100_episodes = -48.74; reward = -2.0; mean_reward/100_episodes = -53.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:31:44
Episode no = 130700; won: False; iter_time_steps = 43; Q(s,a) = 193.82234441582233; score = -372.0; mean_score/100_episodes = -25.29; reward = -355.0; mean_reward/100_episodes = -71.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:33:24
Episode no = 130800; won: False; iter_time_steps = 18; Q(s,a) = 194.250235448511; score = -397.0; mean_score/100_episodes = -36.86; reward = -385.0; mean_reward/100_episodes = -45.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:35:09
Episode no = 130900; won: False; iter_time_steps = 143; Q(s,a) = 194.43935442910825; score = 88.0; mean_score/100_episodes = -14.42; reward = 161.0; mean_reward/100_episodes = -45.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 23:36:51
Episode no = 131000; won: False; iter_time_steps = 22; Q(s,a) = 195.0393428124803; score = -341.0; mean_score/100_episodes = -86.8; reward = -312.0; mean_reward/100_episodes = -108.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:38:14
Episode no = 131100; won: False; iter_time_steps = 43; Q(s,a) = 194.5148586632133; score = -142.0; mean_score/100_episodes = -10.57; reward = -102.0; mean_reward/100_episodes = -44.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 23:39:43
Episode no = 131200; won: False; iter_time_steps = 132; Q(s,a) = 194.39720263091144; score = 329.0; mean_score/100_episodes = -35.61; reward = 245.0; mean_reward/100_episodes = -73.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:41:06
Episode no = 131300; won: False; iter_time_steps = 124; Q(s,a) = 194.25251294887025; score = -173.0; mean_score/100_episodes = -85.77; reward = -128.0; mean_reward/100_episodes = -89.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:42:40
Episode no = 131400; won: False; iter_time_steps = 15; Q(s,a) = 194.7088473721789; score = -374.0; mean_score/100_episodes = -64.91; reward = -360.0; mean_reward/100_episodes = -81.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:44:11
Episode no = 131500; won: False; iter_time_steps = 220; Q(s,a) = 194.89718404564456; score = 81.0; mean_score/100_episodes = -66.92; reward = 161.0; mean_reward/100_episodes = -88.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:45:34
Episode no = 131600; won: False; iter_time_steps = 255; Q(s,a) = 195.99441226302795; score = 46.0; mean_score/100_episodes = -12.47; reward = 137.0; mean_reward/100_episodes = -45.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 23:47:11
Episode no = 131700; won: False; iter_time_steps = 154; Q(s,a) = 194.69900614134562; score = 47.0; mean_score/100_episodes = -30.63; reward = -63.0; mean_reward/100_episodes = -50.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:48:45
Episode no = 131800; won: False; iter_time_steps = 89; Q(s,a) = 196.4015947724028; score = 132.0; mean_score/100_episodes = -38.97; reward = 35.0; mean_reward/100_episodes = -72.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:50:19
Episode no = 131900; won: False; iter_time_steps = 236; Q(s,a) = 216.04454178324377; score = 295.0; mean_score/100_episodes = -98.17; reward = 218.0; mean_reward/100_episodes = -104.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:51:35
Episode no = 132000; won: False; iter_time_steps = 283; Q(s,a) = 195.14480647350777; score = -82.0; mean_score/100_episodes = -25.11; reward = -12.0; mean_reward/100_episodes = -52.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 23:53:06
Episode no = 132100; won: False; iter_time_steps = 127; Q(s,a) = 196.34055877672725; score = 224.0; mean_score/100_episodes = -19.41; reward = 309.0; mean_reward/100_episodes = -42.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:54:54
Episode no = 132200; won: False; iter_time_steps = 76; Q(s,a) = 195.62466128784177; score = -5.0; mean_score/100_episodes = 9.49; reward = 52.0; mean_reward/100_episodes = -18.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:56:35
Episode no = 132300; won: False; iter_time_steps = 67; Q(s,a) = 195.3705147381349; score = -46.0; mean_score/100_episodes = -8.06; reward = 6.0; mean_reward/100_episodes = -50.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 23:58:09
Episode no = 132400; won: False; iter_time_steps = 58; Q(s,a) = 217.16268741507005; score = 73.0; mean_score/100_episodes = -14.42; reward = -44.0; mean_reward/100_episodes = -56.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 23:59:35
Episode no = 132500; won: False; iter_time_steps = 256; Q(s,a) = 200.18564714389882; score = -145.0; mean_score/100_episodes = -32.82; reward = -84.0; mean_reward/100_episodes = -65.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-22 00:00:58
Episode no = 132600; won: False; iter_time_steps = 64; Q(s,a) = 195.16732295466232; score = 107.0; mean_score/100_episodes = -8.17; reward = -6.0; mean_reward/100_episodes = -26.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:02:44
Episode no = 132700; won: False; iter_time_steps = 55; Q(s,a) = 195.75416551588165; score = -134.0; mean_score/100_episodes = 26.51; reward = -92.0; mean_reward/100_episodes = -21.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-22 00:04:36
Episode no = 132800; won: False; iter_time_steps = 36; Q(s,a) = 195.55265830845977; score = -275.0; mean_score/100_episodes = 11.07; reward = -249.0; mean_reward/100_episodes = -20.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-22 00:06:21
Episode no = 132900; won: False; iter_time_steps = 63; Q(s,a) = 217.26365082160393; score = 188.0; mean_score/100_episodes = -7.74; reward = 83.0; mean_reward/100_episodes = -27.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:07:57
Episode no = 133000; won: False; iter_time_steps = 107; Q(s,a) = 195.46106066646044; score = -106.0; mean_score/100_episodes = -78.15; reward = -56.0; mean_reward/100_episodes = -99.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:09:09
Episode no = 133100; won: False; iter_time_steps = 68; Q(s,a) = 228.42941131569975; score = 183.0; mean_score/100_episodes = -84.63; reward = 78.0; mean_reward/100_episodes = -91.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:10:52
Episode no = 133200; won: False; iter_time_steps = 105; Q(s,a) = 194.99954993093098; score = 316.0; mean_score/100_episodes = -54.57; reward = 228.0; mean_reward/100_episodes = -73.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:12:27
Episode no = 133300; won: False; iter_time_steps = 136; Q(s,a) = 221.38895536687062; score = 515.0; mean_score/100_episodes = -42.75; reward = 270.0; mean_reward/100_episodes = -73.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:13:54
Episode no = 133400; won: False; iter_time_steps = 169; Q(s,a) = 194.98334648276568; score = 242.0; mean_score/100_episodes = -117.81; reward = 164.0; mean_reward/100_episodes = -118.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:15:18
Episode no = 133500; won: False; iter_time_steps = 99; Q(s,a) = 195.00456127895166; score = -128.0; mean_score/100_episodes = 3.66; reward = -81.0; mean_reward/100_episodes = -42.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:17:00
Episode no = 133600; won: False; iter_time_steps = 152; Q(s,a) = 195.59881156704677; score = 209.0; mean_score/100_episodes = -2.19; reward = 295.0; mean_reward/100_episodes = -36.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:18:40
Episode no = 133700; won: False; iter_time_steps = 19; Q(s,a) = 195.9007916743966; score = -348.0; mean_score/100_episodes = -2.68; reward = -331.0; mean_reward/100_episodes = -42.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:20:19
Episode no = 133800; won: False; iter_time_steps = 210; Q(s,a) = 219.05374474268547; score = 21.0; mean_score/100_episodes = -83.27; reward = -86.0; mean_reward/100_episodes = -88.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:21:44
Episode no = 133900; won: False; iter_time_steps = 220; Q(s,a) = 196.6574113500273; score = -319.0; mean_score/100_episodes = -35.75; reward = -279.0; mean_reward/100_episodes = -59.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:23:16
Episode no = 134000; won: False; iter_time_steps = 303; Q(s,a) = 223.0127760433493; score = -142.0; mean_score/100_episodes = -37.67; reward = -256.0; mean_reward/100_episodes = -53.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:24:46
Episode no = 134100; won: False; iter_time_steps = 59; Q(s,a) = 196.44425904456224; score = -88.0; mean_score/100_episodes = -29.16; reward = -41.0; mean_reward/100_episodes = -45.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-22 00:26:30
Episode no = 134200; won: False; iter_time_steps = 165; Q(s,a) = 197.0009933429031; score = -44.0; mean_score/100_episodes = 4.41; reward = -162.0; mean_reward/100_episodes = -50.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-22 00:28:05
Episode no = 134300; won: False; iter_time_steps = 129; Q(s,a) = 195.35612197816198; score = -58.0; mean_score/100_episodes = -53.02; reward = -1.0; mean_reward/100_episodes = -93.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:29:40
Episode no = 134400; won: False; iter_time_steps = 10; Q(s,a) = 195.07651879766289; score = -439.0; mean_score/100_episodes = -42.95; reward = -443.0; mean_reward/100_episodes = -77.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-22 00:31:21
Episode no = 134500; won: False; iter_time_steps = 23; Q(s,a) = 195.82024318011744; score = -342.0; mean_score/100_episodes = -40.98; reward = -335.0; mean_reward/100_episodes = -71.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 00:33:12
